9.978359e+03	-4.857813e+01	-3.357813e+01	-4.857813e+01
-2.076788e+01	-3.752948e+01	-3.388336e+01	2.649323e+01
-1.636731e+01	-3.488269e+01	-3.488269e+01	-1.636731e+01
2.649323e+01	-3.388336e+01	-3.752948e+01	-2.076788e+01
-2.158508e+01	-4.373228e+01	-3.352982e+01	-5.865697e+01
-2.020803e+01	-3.645582e+01	-3.394285e+01	-1.114433e-01
-1.367451e+01	-3.452430e+01	-3.507949e+01	-1.814431e+01
9.214404e+02	-3.362569e+01	-3.900175e+01	-2.116802e+01
-2.146014e+01	-4.073285e+01	-3.365643e+01	-9.046820e+01
-1.935820e+01	-3.580171e+01	-3.422607e+01	-9.171394e+00
-9.170904e+00	-3.423456e+01	-3.581231e+01	-1.933960e+01
-9.047323e+01	-3.366080e+01	-4.072256e+01	-2.146103e+01
-2.113426e+01	-3.896561e+01	-3.372047e+01	9.214652e+02
-1.792990e+01	-3.526043e+01	-3.453150e+01	-1.370077e+01
1.070082e-01	-3.402960e+01	-3.668190e+01	-2.011365e+01
-5.868109e+01	-3.362129e+01	-4.352302e+01	-2.167875e+01
